ds,vegan,vegetarian,plant_based_plus_plant_based,vegan_informative,vegetarian_informative,plant based_informative,vegan_behavior,vegetarian_behavior,plant based_behavior,behavior_bare,informative_bare,food
2014-09-30,30.0,19.2,1.1496648352,23.066322104,12.032148437655998,1.01803383808,6.933677896000001,7.1678515623440004,0.13163099712,1232.150832786885,406.8372,416.5
2014-10-31,35.0,20.4,1.001189168,26.899007354,12.549907390023998,0.9129268713600001,8.100992646000002,7.8500926099760004,0.08826229664000002,1422.0034180327868,412.75149999999996,424.83
2014-11-30,33.0,19.8,0.8654270016000001,26.14349305,12.450530205471999,0.7831070016000001,6.856506950000001,7.349469794528002,0.08232,1474.0421065573769,404.4215,416.5
2014-12-31,34.0,22.2,1.2854270016000002,25.456348704,13.705441892239998,1.1028521078400002,8.543651296,8.494558107760001,0.18257489376000002,1365.3255491803277,404.4215,416.5
2015-01-31,33.0,19.5,1.1454270016,25.686389922,12.069923123871998,1.0248260064,7.313610078000001,7.430076876128002,0.1206009952,1295.106532786885,396.0915,408.17
2015-02-28,36.0,19.5,1.2939026688000002,28.395623271999998,12.318861467191997,1.16125507456,7.604376728000002,7.181138532808002,0.13264759424,1206.9278065573772,418.66580000000005,433.16
2015-03-31,32.0,17.7,1.4381405024000002,24.94157369,11.285951693656,1.3185831052800003,7.0584263100000015,6.414048306344001,0.11955739712,1145.0899377049182,426.99580000000003,441.49
2015-04-30,33.0,17.7,1.4339026688,25.835152389999998,11.402196481839997,1.28481807552,7.164847610000001,6.297803518160001,0.14908459328,1236.3372770491803,432.9101,449.82
2015-05-31,36.0,18.0,1.4339026688,28.192756607999996,11.430562179191998,1.27820547456,7.807243392000002,6.569437820808001,0.15569719424,1251.5093327868851,419.7487,441.49
2015-06-30,38.0,19.2,1.3023783360000003,29.507671608000003,12.070193989959998,1.1466541408000004,8.492328392,7.129806010040001,0.1557241952,1377.0830655737705,458.983,483.14
