,Search Term,vegetarian near me
273,2018-02-17,63.38931297709925
274,2018-02-24,60.74809160305345
275,2018-03-03,66.91094147582699
276,2018-03-10,66.03053435114505
277,2018-03-17,60.74809160305345
278,2018-03-24,65.15012722646313
279,2018-03-31,60.74809160305345
280,2018-04-07,51.94402035623411
281,2018-04-14,52.82442748091605
282,2018-04-21,56.346055979643786
283,2018-04-28,51.94402035623411
284,2018-05-05,57.22646310432572
285,2018-05-12,53.70483460559798
286,2018-05-19,58.987277353689585
287,2018-05-26,61.62849872773538
288,2018-06-02,69.55216284987279
289,2018-06-09,71.31297709923666
290,2018-06-16,70.43256997455472
291,2018-06-23,68.67175572519085
292,2018-06-30,70.43256997455472
293,2018-07-07,73.07379134860052
294,2018-07-14,73.95419847328246
295,2018-07-21,69.55216284987279
296,2018-07-28,74.8346055979644
297,2018-08-04,80.117048346056
298,2018-08-11,73.07379134860052
299,2018-08-18,63.38931297709925
300,2018-08-25,66.91094147582699
301,2018-09-01,68.67175572519085
302,2018-09-08,55.46564885496185
303,2018-09-15,67.79134860050893
304,2018-09-22,63.38931297709925
305,2018-09-29,61.62849872773538
306,2018-10-06,59.867684478371515
307,2018-10-13,66.03053435114505
308,2018-10-20,61.62849872773538
309,2018-10-27,56.346055979643786
310,2018-11-03,54.58524173027991
311,2018-11-10,57.22646310432572
312,2018-11-17,58.987277353689585
313,2018-11-24,51.063613231552175
314,2018-12-01,51.94402035623411
315,2018-12-08,52.82442748091605
316,2018-12-15,53.70483460559798
317,2018-12-22,72.1933842239186
318,2018-12-29,71.31297709923666
319,2019-01-05,59.867684478371515
320,2019-01-12,58.10687022900765
321,2019-01-19,59.867684478371515
322,2019-01-26,53.70483460559798
323,2019-02-02,56.346055979643786
324,2019-02-09,55.46564885496185
325,2019-02-16,65.15012722646313
326,2019-02-23,56.346055979643786
327,2019-03-02,65.15012722646313
328,2019-03-09,65.15012722646313
329,2019-03-16,65.15012722646313
330,2019-03-23,68.67175572519085
331,2019-03-30,73.07379134860052
332,2019-04-06,75.71501272264632
333,2019-04-13,73.07379134860052
334,2019-04-20,69.55216284987279
335,2019-04-27,66.03053435114505
336,2019-05-04,67.79134860050893
337,2019-05-11,71.31297709923666
338,2019-05-18,73.95419847328246
339,2019-05-25,77.4758269720102
340,2019-06-01,72.1933842239186
341,2019-06-08,72.1933842239186
342,2019-06-15,83.63867684478373
343,2019-06-22,81.87786259541987
344,2019-06-29,83.63867684478373
345,2019-07-06,73.95419847328246
346,2019-07-13,78.35623409669213
347,2019-07-20,82.7582697201018
348,2019-07-27,86.27989821882954
349,2019-08-03,80.99745547073793
350,2019-08-10,77.4758269720102
351,2019-08-17,78.35623409669213
352,2019-08-24,71.31297709923666
353,2019-08-31,71.31297709923666
354,2019-09-07,63.38931297709925
355,2019-09-14,73.07379134860052
356,2019-09-21,69.55216284987279
357,2019-09-28,68.67175572519085
358,2019-10-05,70.43256997455472
359,2019-10-12,67.79134860050893
360,2019-10-19,70.43256997455472
361,2019-10-26,72.1933842239186
362,2019-11-02,74.8346055979644
363,2019-11-09,71.31297709923666
364,2019-11-16,70.43256997455472
365,2019-11-23,72.1933842239186
366,2019-11-30,62.50890585241732
367,2019-12-07,66.91094147582699
368,2019-12-14,67.79134860050893
369,2019-12-21,81.87786259541987
370,2019-12-28,88.0407124681934
371,2020-01-04,75.71501272264632
372,2020-01-11,78.35623409669213
373,2020-01-18,80.117048346056
374,2020-01-25,67.0
375,2020-02-01,68.0
376,2020-02-08,71.0
377,2020-02-15,73.0
378,2020-02-22,67.0
379,2020-02-29,65.0
380,2020-03-07,54.0
381,2020-03-14,24.0
382,2020-03-21,18.0
383,2020-03-28,18.0
384,2020-04-04,20.0
385,2020-04-11,20.0
386,2020-04-18,24.0
387,2020-04-25,27.0
388,2020-05-02,33.0
389,2020-05-09,37.0
390,2020-05-16,36.0
391,2020-05-23,39.0
392,2020-05-30,38.0
393,2020-06-06,45.0
394,2020-06-13,46.0
395,2020-06-20,54.0
396,2020-06-27,56.00000000000001
397,2020-07-04,54.0
398,2020-07-11,51.0
399,2020-07-18,53.0
400,2020-07-25,55.00000000000001
401,2020-08-01,66.0
402,2020-08-08,59.0
403,2020-08-15,61.0
404,2020-08-22,52.0
405,2020-08-29,56.99999999999999
406,2020-09-05,57.99999999999999
407,2020-09-12,55.00000000000001
408,2020-09-19,56.00000000000001
409,2020-09-26,56.99999999999999
410,2020-10-03,56.99999999999999
411,2020-10-10,64.0
412,2020-10-17,60.0
