,Search Term,plant-based
593,2020-04-11,38.0
594,2020-04-18,44.0
595,2020-04-25,41.0
596,2020-05-02,45.0
597,2020-05-09,62.0
598,2020-05-16,75.0
599,2020-05-23,65.0
600,2020-05-30,62.0
601,2020-06-06,71.0
602,2020-06-13,66.0
603,2020-06-20,75.0
604,2020-06-27,76.0
605,2020-07-04,77.0
606,2020-07-11,79.0
607,2020-07-18,75.0
608,2020-07-25,76.0
609,2020-08-01,73.0
610,2020-08-08,77.0
611,2020-08-15,78.0
612,2020-08-22,74.0
613,2020-08-29,73.0
614,2020-09-05,75.0
615,2020-09-12,74.0
616,2020-09-19,79.0
617,2020-09-26,67.0
618,2020-10-03,56.99999999999999
619,2020-10-10,43.0
620,2020-10-17,49.0
621,2020-10-24,41.0
622,2020-10-31,41.0
623,2020-11-07,47.0
624,2020-11-14,43.0
625,2020-11-21,38.0
626,2020-11-28,38.0
627,2020-12-05,41.0
628,2020-12-12,37.0
629,2020-12-19,32.0
630,2020-12-26,38.0
631,2021-01-02,48.0
632,2021-01-09,44.0
633,2021-01-16,47.0
634,2021-01-23,51.0
635,2021-01-30,40.0
636,2021-02-06,48.0
637,2021-02-13,44.0
638,2021-02-20,54.0
639,2021-02-27,63.0
640,2021-03-06,90.0
641,2021-03-13,81.0
642,2021-03-20,82.0
643,2021-03-27,90.0
644,2021-04-03,93.0
645,2021-04-10,62.0
646,2021-04-17,51.0
647,2021-04-24,60.0
648,2021-05-01,50.0
649,2021-05-08,50.0
650,2021-05-15,53.0
651,2021-05-22,49.0
652,2021-05-29,48.0
653,2021-06-05,50.0
654,2021-06-12,53.0
655,2021-06-19,51.0
656,2021-06-26,49.0
657,2021-07-03,52.0
658,2021-07-10,59.0
659,2021-07-17,73.0
660,2021-07-24,92.0
661,2021-07-31,84.0
662,2021-08-07,88.0
663,2021-08-14,82.0
664,2021-08-21,56.00000000000001
665,2021-08-28,57.99999999999999
666,2021-09-04,70.0
667,2021-09-11,84.0
668,2021-09-18,88.0
669,2021-09-25,62.0
670,2021-10-02,68.0
671,2021-10-09,52.0
672,2021-10-16,54.0
673,2021-10-23,60.0
674,2021-10-30,63.0
675,2021-11-06,68.0
676,2021-11-13,75.0
677,2021-11-20,66.0
678,2021-11-27,88.0
679,2021-12-04,69.0
680,2021-12-11,51.0
681,2021-12-18,46.0
682,2021-12-25,51.0
683,2022-01-01,83.0
684,2022-01-08,91.0
685,2022-01-15,80.0
686,2022-01-22,78.0
687,2022-01-29,72.0
688,2022-02-05,71.0
689,2022-02-12,78.0
690,2022-02-19,83.0
691,2022-02-26,78.0
692,2022-03-05,76.0
693,2022-03-12,73.0
694,2022-03-19,79.0
695,2022-03-26,86.0
696,2022-04-02,92.0
697,2022-04-09,77.0
698,2022-04-16,81.0
699,2022-04-23,72.0
700,2022-04-30,73.0
701,2022-05-07,76.0
702,2022-05-14,68.0
703,2022-05-21,65.0
704,2022-05-28,69.0
705,2022-06-04,69.0
706,2022-06-11,69.0
707,2022-06-18,71.0
708,2022-06-25,63.0
709,2022-07-02,64.0
710,2022-07-09,64.0
711,2022-07-16,61.0
712,2022-07-23,74.0
713,2022-07-30,68.0
714,2022-08-06,72.0
715,2022-08-13,70.0
716,2022-08-20,73.0
717,2022-08-27,68.0
718,2022-09-03,64.0
719,2022-09-10,72.0
720,2022-09-17,74.0
721,2022-09-24,76.0
722,2022-10-01,68.0
723,2022-10-08,72.0
724,2022-10-15,65.0
725,2022-10-22,71.0
726,2022-10-29,65.0
727,2022-11-05,61.0
728,2022-11-12,57.99999999999999
729,2022-11-19,54.0
730,2022-11-26,56.99999999999999
731,2022-12-03,56.00000000000001
732,2022-12-10,52.0
733,2022-12-17,52.0
734,2022-12-24,49.0
735,2022-12-31,61.0
736,2023-01-07,66.0
737,2023-01-14,64.0
738,2023-01-21,69.0
739,2023-01-28,67.0
740,2023-02-04,66.0
741,2023-02-11,65.0
742,2023-02-18,68.0
743,2023-02-25,74.0
744,2023-03-04,100.0
745,2023-03-11,64.0
746,2023-03-18,69.0
747,2023-03-25,76.0
748,2023-04-01,61.0
749,2023-04-08,67.0
750,2023-04-15,69.0
751,2023-04-22,66.0
752,2023-04-29,67.0
753,2023-05-06,55.00000000000001
754,2023-05-13,56.99999999999999
755,2023-05-20,67.0
756,2023-05-27,56.99999999999999
757,2023-06-03,57.99999999999999
758,2023-06-10,56.00000000000001
759,2023-06-17,56.00000000000001
760,2023-06-24,68.0
761,2023-07-01,57.99999999999999
762,2023-07-08,54.0
763,2023-07-15,56.00000000000001
764,2023-07-22,63.0
765,2023-07-29,56.99999999999999
766,2023-08-05,56.00000000000001
767,2023-08-12,55.00000000000001
768,2023-08-19,60.0
769,2023-08-26,56.99999999999999
770,2023-09-02,61.0
771,2023-09-09,60.0
772,2023-09-16,56.00000000000001
773,2023-09-23,72.0
774,2023-09-30,63.0
775,2023-10-07,61.0
776,2023-10-14,59.0
777,2023-10-21,71.0
778,2023-10-28,60.0
779,2023-11-04,61.0
780,2023-11-11,61.0
781,2023-11-18,60.0
782,2023-11-25,59.0
783,2023-12-02,59.0
784,2023-12-09,68.0
785,2023-12-16,54.0
786,2023-12-23,48.0
787,2023-12-30,77.0
788,2024-01-06,84.0
789,2024-01-13,80.0
790,2024-01-20,77.0
791,2024-01-27,79.0
792,2024-02-03,69.0
793,2024-02-10,71.0
794,2024-02-17,80.0
795,2024-02-24,80.0
796,2024-03-02,79.0
797,2024-03-09,77.0
798,2024-03-16,77.0
799,2024-03-23,81.0
800,2024-03-30,65.0
801,2024-04-06,69.0
802,2024-04-13,77.0
803,2024-04-20,70.0
804,2024-04-27,68.0
805,2024-05-04,63.0
806,2024-05-11,65.0
807,2024-05-18,64.0
808,2024-05-25,64.0
