,Search Term,vegetarian restaurant near me
513,2022-09-24,87.0
514,2022-10-01,80.0
515,2022-10-08,73.0
516,2022-10-15,62.0
517,2022-10-22,72.0
518,2022-10-29,65.0
519,2022-11-05,65.0
520,2022-11-12,73.0
521,2022-11-19,71.0
522,2022-11-26,72.0
523,2022-12-03,75.0
524,2022-12-10,72.0
525,2022-12-17,83.0
526,2022-12-24,99.0
527,2022-12-31,84.0
528,2023-01-07,72.0
529,2023-01-14,75.0
530,2023-01-21,86.0
531,2023-01-28,77.0
532,2023-02-04,77.0
533,2023-02-11,73.0
534,2023-02-18,78.0
535,2023-02-25,67.0
536,2023-03-04,75.0
537,2023-03-11,67.0
538,2023-03-18,70.0
539,2023-03-25,72.0
540,2023-04-01,79.0
541,2023-04-08,76.0
542,2023-04-15,70.0
543,2023-04-22,74.0
544,2023-04-29,79.0
545,2023-05-06,79.0
546,2023-05-13,85.0
547,2023-05-20,80.0
548,2023-05-27,80.0
549,2023-06-03,72.0
550,2023-06-10,72.0
551,2023-06-17,82.0
552,2023-06-24,84.0
553,2023-07-01,85.0
554,2023-07-08,76.0
555,2023-07-15,88.0
556,2023-07-22,80.0
557,2023-07-29,83.0
558,2023-08-05,79.0
559,2023-08-12,85.0
560,2023-08-19,72.0
561,2023-08-26,86.0
562,2023-09-02,74.0
563,2023-09-09,67.0
564,2023-09-16,70.0
565,2023-09-23,79.0
566,2023-09-30,74.0
567,2023-10-07,74.0
568,2023-10-14,96.0
569,2023-10-21,79.0
570,2023-10-28,67.0
571,2023-11-04,59.0
572,2023-11-11,83.0
573,2023-11-18,74.0
574,2023-11-25,69.0
575,2023-12-02,72.0
576,2023-12-09,76.0
577,2023-12-16,83.0
578,2023-12-23,100.0
579,2023-12-30,89.0
580,2024-01-06,69.0
581,2024-01-13,68.0
582,2024-01-20,71.0
583,2024-01-27,57.99999999999999
584,2024-02-03,62.0
585,2024-02-10,67.0
586,2024-02-17,62.0
587,2024-02-24,56.99999999999999
588,2024-03-02,63.0
589,2024-03-09,56.99999999999999
590,2024-03-16,53.0
591,2024-03-23,77.0
592,2024-03-30,56.00000000000001
593,2024-04-06,72.0
594,2024-04-13,61.0
595,2024-04-20,64.0
596,2024-04-27,54.0
597,2024-05-04,66.0
598,2024-05-11,61.0
599,2024-05-18,68.0
600,2024-05-25,56.99999999999999
