,Search Term,sustainability
258,2008-12-06,45.04796434540916
259,2008-12-13,36.962432283412646
260,2008-12-20,19.058754146134646
261,2008-12-27,20.791368159419612
262,2009-01-03,36.962432283412646
263,2009-01-10,42.16027432326755
264,2009-01-17,42.16027432326755
265,2009-01-24,45.62550234983748
266,2009-01-31,46.20304035426581
267,2009-02-07,46.20304035426581
268,2009-02-14,47.358116363122456
269,2009-02-21,46.78057835869413
270,2009-02-28,50.24580638526407
271,2009-03-07,49.66826838083574
272,2009-03-14,51.400882394120714
273,2009-03-21,54.288572416262326
274,2009-03-28,54.86611042069065
275,2009-04-04,45.62550234983748
276,2009-04-11,50.82334438969238
277,2009-04-18,53.711034411834
278,2009-04-25,49.66826838083574
279,2009-05-02,51.978420398549034
280,2009-05-09,52.55595840297735
281,2009-05-16,51.978420398549034
282,2009-05-23,49.66826838083574
283,2009-05-30,51.978420398549034
284,2009-06-06,51.400882394120714
285,2009-06-13,48.513192371979095
286,2009-06-20,41.005198314410904
287,2009-06-27,37.539970287840966
288,2009-07-04,35.807356274556
289,2009-07-11,33.49720425684271
290,2009-07-18,34.65228026569935
291,2009-07-25,33.49720425684271
292,2009-08-01,34.074742261271034
293,2009-08-08,37.539970287840966
294,2009-08-15,40.427660309982585
295,2009-08-22,46.78057835869413
296,2009-08-29,45.04796434540916
297,2009-09-05,50.24580638526407
298,2009-09-12,50.24580638526407
299,2009-09-19,55.443648425118965
300,2009-09-26,56.021186429547285
301,2009-10-03,56.021186429547285
302,2009-10-10,54.288572416262326
303,2009-10-17,52.55595840297735
304,2009-10-24,52.55595840297735
305,2009-10-31,50.82334438969238
306,2009-11-07,57.17626243840394
307,2009-11-14,57.75380044283226
308,2009-11-21,54.86611042069065
309,2009-11-28,54.288572416262326
310,2009-12-05,49.09073037640742
311,2009-12-12,39.85012230555426
312,2009-12-19,23.101520177132905
313,2009-12-26,21.368906163847935
314,2010-01-02,38.11750829226929
315,2010-01-09,41.582736318839224
316,2010-01-16,45.62550234983748
317,2010-01-23,45.04796434540916
318,2010-01-30,47.358116363122456
319,2010-02-06,48.513192371979095
320,2010-02-13,42.73781232769587
321,2010-02-20,51.978420398549034
322,2010-02-27,51.400882394120714
323,2010-03-06,52.55595840297735
324,2010-03-13,55.443648425118965
325,2010-03-20,54.86611042069065
326,2010-03-27,46.20304035426581
327,2010-04-03,47.935654367550775
328,2010-04-10,53.13349640740568
329,2010-04-17,54.288572416262326
330,2010-04-24,54.86611042069065
331,2010-05-01,51.400882394120714
332,2010-05-08,53.711034411834
333,2010-05-15,56.59872443397561
334,2010-05-22,49.09073037640742
335,2010-05-29,48.513192371979095
336,2010-06-05,49.09073037640742
337,2010-06-12,44.470426340980836
338,2010-06-19,41.005198314410904
339,2010-06-26,36.384894278984326
340,2010-07-03,34.65228026569935
341,2010-07-10,34.074742261271034
342,2010-07-17,34.074742261271034
343,2010-07-24,32.34212824798607
344,2010-07-31,32.91966625241439
345,2010-08-07,35.807356274556
346,2010-08-14,37.539970287840966
347,2010-08-21,43.3153503321242
348,2010-08-28,42.16027432326755
349,2010-09-04,47.935654367550775
350,2010-09-11,47.358116363122456
351,2010-09-18,48.513192371979095
352,2010-09-25,51.400882394120714
353,2010-10-02,51.978420398549034
354,2010-10-09,51.978420398549034
355,2010-10-16,51.978420398549034
356,2010-10-23,50.24580638526407
357,2010-10-30,53.13349640740568
358,2010-11-06,53.13349640740568
359,2010-11-13,54.288572416262326
360,2010-11-20,51.400882394120714
361,2010-11-27,47.935654367550775
362,2010-12-04,46.78057835869413
363,2010-12-11,36.962432283412646
364,2010-12-18,25.41167219484619
365,2010-12-25,19.63629215056297
366,2011-01-01,31.764590243557738
367,2011-01-08,41.005198314410904
368,2011-01-15,41.005198314410904
369,2011-01-22,39.85012230555426
370,2011-01-29,42.16027432326755
371,2011-02-05,45.62550234983748
372,2011-02-12,45.62550234983748
373,2011-02-19,45.62550234983748
374,2011-02-26,45.04796434540916
375,2011-03-05,44.470426340980836
376,2011-03-12,46.78057835869413
377,2011-03-19,49.09073037640742
378,2011-03-26,53.13349640740568
379,2011-04-02,50.24580638526407
380,2011-04-09,48.513192371979095
381,2011-04-16,38.69504629669761
382,2011-04-23,43.89288833655252
383,2011-04-30,46.78057835869413
384,2011-05-07,50.24580638526407
385,2011-05-14,49.66826838083574
386,2011-05-21,50.24580638526407
387,2011-05-28,45.62550234983748
388,2011-06-04,49.66826838083574
389,2011-06-11,43.3153503321242
390,2011-06-18,39.85012230555426
391,2011-06-25,36.962432283412646
392,2011-07-02,33.49720425684271
393,2011-07-09,31.764590243557738
394,2011-07-16,31.764590243557738
395,2011-07-23,30.609514234701095
396,2011-07-30,31.764590243557738
397,2011-08-06,34.074742261271034
398,2011-08-13,39.27258430112594
399,2011-08-20,41.005198314410904
400,2011-08-27,42.73781232769587
401,2011-09-03,44.470426340980836
402,2011-09-10,48.513192371979095
403,2011-09-17,49.66826838083574
404,2011-09-24,50.82334438969238
405,2011-10-01,47.358116363122456
406,2011-10-08,50.24580638526407
407,2011-10-15,50.82334438969238
408,2011-10-22,50.82334438969238
409,2011-10-29,48.513192371979095
410,2011-11-05,52.55595840297735
411,2011-11-12,51.978420398549034
412,2011-11-19,51.978420398549034
413,2011-11-26,51.978420398549034
414,2011-12-03,45.04796434540916
415,2011-12-10,37.539970287840966
416,2011-12-17,25.989210199274517
417,2011-12-24,18.481216141706323
418,2011-12-31,29.454438225844452
419,2012-01-07,39.85012230555426
420,2012-01-14,39.85012230555426
421,2012-01-21,38.69504629669761
422,2012-01-28,42.16027432326755
423,2012-02-04,42.73781232769587
424,2012-02-11,40.427660309982585
425,2012-02-18,42.16027432326755
426,2012-02-25,46.20304035426581
427,2012-03-03,46.78057835869413
428,2012-03-10,46.78057835869413
429,2012-03-17,47.935654367550775
430,2012-03-24,46.78057835869413
431,2012-03-31,35.807356274556
432,2012-04-07,42.73781232769587
433,2012-04-14,49.09073037640742
434,2012-04-21,50.24580638526407
435,2012-04-28,44.470426340980836
436,2012-05-05,50.24580638526407
437,2012-05-12,46.78057835869413
438,2012-05-19,50.82334438969238
439,2012-05-26,47.935654367550775
440,2012-06-02,45.04796434540916
441,2012-06-09,47.935654367550775
442,2012-06-16,46.20304035426581
443,2012-06-23,39.85012230555426
444,2012-06-30,33.49720425684271
445,2012-07-07,32.34212824798607
446,2012-07-14,32.91966625241439
447,2012-07-21,31.764590243557738
448,2012-07-28,31.18705223912942
449,2012-08-04,32.34212824798607
450,2012-08-11,36.384894278984326
451,2012-08-18,41.582736318839224
452,2012-08-25,45.62550234983748
453,2012-09-01,44.470426340980836
454,2012-09-08,49.09073037640742
455,2012-09-15,48.513192371979095
456,2012-09-22,47.358116363122456
457,2012-09-29,47.935654367550775
458,2012-10-06,46.78057835869413
459,2012-10-13,47.935654367550775
460,2012-10-20,49.66826838083574
461,2012-10-27,45.04796434540916
462,2012-11-03,50.82334438969238
463,2012-11-10,46.20304035426581
464,2012-11-17,47.358116363122456
465,2012-11-24,46.740428657851524
466,2012-12-01,41.65994728199809
467,2012-12-08,37.59556218131535
468,2012-12-15,27.942647567193845
469,2012-12-22,15.241444127560278
470,2012-12-29,20.829973640999047
471,2013-01-05,35.05532149338864
472,2013-01-12,36.07141776855933
473,2013-01-19,36.57946590614467
474,2013-01-26,36.57946590614467
475,2013-02-02,38.1036103189007
476,2013-02-09,36.07141776855933
477,2013-02-16,39.11970659407138
478,2013-02-23,39.62775473165672
479,2013-03-02,41.65994728199809
480,2013-03-09,43.18409169475412
481,2013-03-16,45.216284245095494
482,2013-03-23,35.56336963097398
483,2013-03-30,38.61165845648604
484,2013-04-06,43.18409169475412
485,2013-04-13,44.200187969924805
486,2013-04-20,43.692139832339464
487,2013-04-27,42.167995419583434
488,2013-05-04,42.167995419583434
489,2013-05-11,43.18409169475412
490,2013-05-18,42.167995419583434
491,2013-05-25,41.65994728199809
492,2013-06-01,41.15189914441275
493,2013-06-08,39.62775473165672
494,2013-06-15,35.05532149338864
495,2013-06-22,32.00703266787659
496,2013-06-29,27.434599429608504
497,2013-07-06,27.434599429608504
498,2013-07-13,26.92655129202316
499,2013-07-20,25.40240687926713
500,2013-07-27,26.41850315443782
501,2013-08-03,28.95874384236453
502,2013-08-10,30.990936392705905
503,2013-08-17,36.57946590614467
